PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Child,Fare_per_Age,Title,PricePerPax
865,0,2,"Gill, Mr. John William",male,24.0,0,0,233866,13.0,S,False,0.5416666666666666,Mr,13.0
866,1,2,"Bystrom, Mrs. (Karolina)",female,42.0,0,0,236852,13.0,S,False,0.30952380952380953,Mrs,13.0
867,1,2,"Duran y More, Miss. Asuncion",female,27.0,1,0,SC/PARIS 2149,13.8583,C,False,0.5132703703703704,Miss,6.92915
868,0,1,"Roebling, Mr. Washington Augustus II",male,31.0,0,0,PC 17590,50.4958,S,False,1.6288967741935485,Mr,50.4958
869,0,3,"van Melkebeke, Mr. Philemon",male,28.0,0,0,345777,9.5,S,False,0.3392857142857143,Mr,9.5
870,1,3,"Johnson, Master. Harold Theodor",male,4.0,1,1,347742,11.1333,S,True,2.783325,Master,3.7111
871,0,3,"Balkic, Mr. Cerin",male,26.0,0,0,349248,7.8958,S,False,0.3036846153846154,Mr,7.8958
872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47.0,1,1,11751,52.5542,S,False,1.1181744680851065,Mrs,17.518066666666666
873,0,1,"Carlsson, Mr. Frans Olof",male,33.0,0,0,695,5.0,S,False,0.15151515151515152,Mr,5.0
874,0,3,"Vander Cruyssen, Mr. Victor",male,47.0,0,0,345765,9.0,S,False,0.19148936170212766,Mr,9.0
875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28.0,1,0,P/PP 3381,24.0,C,False,0.8571428571428571,Mrs,12.0
876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",female,15.0,0,0,2667,7.225,C,True,0.48166666666666663,Miss,7.225
877,0,3,"Gustafsson, Mr. Alfred Ossian",male,20.0,0,0,7534,9.8458,S,False,0.49229,Mr,9.8458
878,0,3,"Petroff, Mr. Nedelio",male,19.0,0,0,349212,7.8958,S,False,0.4155684210526316,Mr,7.8958
879,0,3,"Laleff, Mr. Kristo",male,28.0,0,0,349217,7.8958,S,False,0.28199285714285716,Mr,7.8958
880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56.0,0,1,11767,83.1583,C,False,1.4849696428571428,Mrs,41.57915
881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25.0,0,1,230433,26.0,S,False,1.04,Mrs,13.0
882,0,3,"Markun, Mr. Johann",male,33.0,0,0,349257,7.8958,S,False,0.23926666666666668,Mr,7.8958
883,0,3,"Dahlberg, Miss. Gerda Ulrika",female,22.0,0,0,7552,10.5167,S,False,0.47803181818181817,Miss,10.5167
884,0,2,"Banfield, Mr. Frederick James",male,28.0,0,0,C.A./SOTON 34068,10.5,S,False,0.375,Mr,10.5
885,0,3,"Sutehall, Mr. Henry Jr",male,25.0,0,0,SOTON/OQ 392076,7.05,S,False,0.282,Mr,7.05
886,0,3,"Rice, Mrs. William (Margaret Norton)",female,39.0,0,5,382652,29.125,Q,False,0.7467948717948718,Mrs,4.854166666666667
887,0,2,"Montvila, Rev. Juozas",male,27.0,0,0,211536,13.0,S,False,0.48148148148148145,Rev,13.0
888,1,1,"Graham, Miss. Margaret Edith",female,19.0,0,0,112053,30.0,S,False,1.5789473684210527,Miss,30.0
889,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",female,28.0,1,2,W./C. 6607,23.45,S,False,0.8375,Miss,5.8625
890,1,1,"Behr, Mr. Karl Howell",male,26.0,0,0,111369,30.0,C,False,1.1538461538461537,Mr,30.0
891,0,3,"Dooley, Mr. Patrick",male,32.0,0,0,370376,7.75,Q,False,0.2421875,Mr,7.75
